"Date","Country","Status","Color","Type","Value"
2022-07-03,"Cambodia","Confirmed","#D6604D","Total Count",136296
2022-07-03,"Cambodia","Confirmed","#D6604D","Count per 10K",86.4712599923867
2022-07-03,"Cambodia","Confirmed","#D6604D","New Cases per 10K",0.00380662352493338
2022-07-03,"Rwanda","Confirmed","#D6604D","Total Count",131233
2022-07-03,"Rwanda","Confirmed","#D6604D","Count per 10K",110.113274039268
2022-07-03,"Rwanda","Confirmed","#D6604D","New Cases per 10K",0.0662862896459137
2022-07-03,"Cameroon","Confirmed","#D6604D","Total Count",120068
2022-07-03,"Cameroon","Confirmed","#D6604D","Count per 10K",51.2257348863006
2022-07-03,"Cameroon","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Malta","Confirmed","#D6604D","Total Count",104919
2022-07-03,"Malta","Confirmed","#D6604D","Count per 10K",2445.66433566434
2022-07-03,"Malta","Confirmed","#D6604D","New Cases per 10K",11.6550116550117
2022-07-03,"Angola","Confirmed","#D6604D","Total Count",101320
2022-07-03,"Angola","Confirmed","#D6604D","Count per 10K",35.1646826085448
2022-07-03,"Angola","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Congo (Kinshasa)","Confirmed","#D6604D","Total Count",91393
2022-07-03,"Congo (Kinshasa)","Confirmed","#D6604D","Count per 10K",11.6075238772607
2022-07-03,"Congo (Kinshasa)","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Malawi","Confirmed","#D6604D","Total Count",86576
2022-07-03,"Malawi","Confirmed","#D6604D","Count per 10K",46.4962406015038
2022-07-03,"Malawi","Confirmed","#D6604D","New Cases per 10K",0.00590762620837809
2022-07-03,"Senegal","Confirmed","#D6604D","Total Count",86363
2022-07-03,"Senegal","Confirmed","#D6604D","Count per 10K",56.0362055541137
2022-07-03,"Senegal","Confirmed","#D6604D","New Cases per 10K",0.00973267583701012
2022-07-03,"Barbados","Confirmed","#D6604D","Total Count",84830
2022-07-03,"Barbados","Confirmed","#D6604D","Count per 10K",2976.49122807018
2022-07-03,"Barbados","Confirmed","#D6604D","New Cases per 10K",4.24561403508772
2022-07-03,"Cote d'Ivoire","Confirmed","#D6604D","Total Count",83659
2022-07-03,"Cote d'Ivoire","Confirmed","#D6604D","Count per 10K",35.3051147873059
2022-07-03,"Cote d'Ivoire","Confirmed","#D6604D","New Cases per 10K",0.00928426738690074
2022-07-03,"Suriname","Confirmed","#D6604D","Total Count",80864
2022-07-03,"Suriname","Confirmed","#D6604D","Count per 10K",1449.17562724014
2022-07-03,"Suriname","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Eswatini","Confirmed","#D6604D","Total Count",73136
2022-07-03,"Eswatini","Confirmed","#D6604D","Count per 10K",544.571854058079
2022-07-03,"Eswatini","Confirmed","#D6604D","New Cases per 10K",0.0223380491437081
2022-07-03,"Guyana","Confirmed","#D6604D","Total Count",67615
2022-07-03,"Guyana","Confirmed","#D6604D","Count per 10K",874.70892626132
2022-07-03,"Guyana","Confirmed","#D6604D","New Cases per 10K",0.310478654592497
2022-07-03,"Madagascar","Confirmed","#D6604D","Total Count",65787
2022-07-03,"Madagascar","Confirmed","#D6604D","Count per 10K",26.4257883109058
2022-07-03,"Madagascar","Confirmed","#D6604D","New Cases per 10K",0.163084956818638
2022-07-03,"Fiji","Confirmed","#D6604D","Total Count",65713
2022-07-03,"Fiji","Confirmed","#D6604D","Count per 10K",730.956618464961
2022-07-03,"Fiji","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Belize","Confirmed","#D6604D","Total Count",64138
2022-07-03,"Belize","Confirmed","#D6604D","Count per 10K",1747.62942779292
2022-07-03,"Belize","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Sudan","Confirmed","#D6604D","Total Count",62624
2022-07-03,"Sudan","Confirmed","#D6604D","Count per 10K",15.8225321508881
2022-07-03,"Sudan","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Cabo Verde","Confirmed","#D6604D","Total Count",61002
2022-07-03,"Cabo Verde","Confirmed","#D6604D","Count per 10K",1129.66666666667
2022-07-03,"Cabo Verde","Confirmed","#D6604D","New Cases per 10K",1.14814814814815
2022-07-03,"Mauritania","Confirmed","#D6604D","Total Count",60252
2022-07-03,"Mauritania","Confirmed","#D6604D","Count per 10K",140.088351546152
2022-07-03,"Mauritania","Confirmed","#D6604D","New Cases per 10K",0.290630086026505
2022-07-03,"Bhutan","Confirmed","#D6604D","Total Count",59729
2022-07-03,"Bhutan","Confirmed","#D6604D","Count per 10K",748.483709273183
2022-07-03,"Bhutan","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Syria","Confirmed","#D6604D","Total Count",55929
2022-07-03,"Syria","Confirmed","#D6604D","Count per 10K",30.3467173087358
2022-07-03,"Syria","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Gabon","Confirmed","#D6604D","Total Count",47939
2022-07-03,"Gabon","Confirmed","#D6604D","Count per 10K",242.116161616162
2022-07-03,"Gabon","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Seychelles","Confirmed","#D6604D","Total Count",44847
2022-07-03,"Seychelles","Confirmed","#D6604D","Count per 10K",4770.95744680851
2022-07-03,"Seychelles","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Papua New Guinea","Confirmed","#D6604D","Total Count",44725
2022-07-03,"Papua New Guinea","Confirmed","#D6604D","Count per 10K",55.3184910327767
2022-07-03,"Papua New Guinea","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Andorra","Confirmed","#D6604D","Total Count",44177
2022-07-03,"Andorra","Confirmed","#D6604D","Count per 10K",5737.27272727273
2022-07-03,"Andorra","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Burundi","Confirmed","#D6604D","Total Count",42698
2022-07-03,"Burundi","Confirmed","#D6604D","Count per 10K",39.316758747698
2022-07-03,"Burundi","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Togo","Confirmed","#D6604D","Total Count",37468
2022-07-03,"Togo","Confirmed","#D6604D","Count per 10K",49.2611096502761
2022-07-03,"Togo","Confirmed","#D6604D","New Cases per 10K",0.0262950302392848
2022-07-03,"Guinea","Confirmed","#D6604D","Total Count",37123
2022-07-03,"Guinea","Confirmed","#D6604D","Count per 10K",29.9475637302356
2022-07-03,"Guinea","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Bahamas","Confirmed","#D6604D","Total Count",36029
2022-07-03,"Bahamas","Confirmed","#D6604D","Count per 10K",921.457800511509
2022-07-03,"Bahamas","Confirmed","#D6604D","New Cases per 10K",0.895140664961637
2022-07-03,"Tanzania","Confirmed","#D6604D","Total Count",35768
2022-07-03,"Tanzania","Confirmed","#D6604D","Count per 10K",6.43633484488591
2022-07-03,"Tanzania","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Lesotho","Confirmed","#D6604D","Total Count",33938
2022-07-03,"Lesotho","Confirmed","#D6604D","Count per 10K",160.996204933586
2022-07-03,"Lesotho","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Haiti","Confirmed","#D6604D","Total Count",31603
2022-07-03,"Haiti","Confirmed","#D6604D","Count per 10K",29.1352447681387
2022-07-03,"Haiti","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Mali","Confirmed","#D6604D","Total Count",31171
2022-07-03,"Mali","Confirmed","#D6604D","Count per 10K",17.3220338983051
2022-07-03,"Mali","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Benin","Confirmed","#D6604D","Total Count",27216
2022-07-03,"Benin","Confirmed","#D6604D","Count per 10K",25.0331125827815
2022-07-03,"Benin","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Saint Lucia","Confirmed","#D6604D","Total Count",27094
2022-07-03,"Saint Lucia","Confirmed","#D6604D","Count per 10K",1522.13483146067
2022-07-03,"Saint Lucia","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Somalia","Confirmed","#D6604D","Total Count",26803
2022-07-03,"Somalia","Confirmed","#D6604D","Count per 10K",18.7197932672161
2022-07-03,"Somalia","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Congo (Brazzaville)","Confirmed","#D6604D","Total Count",24128
2022-07-03,"Congo (Brazzaville)","Confirmed","#D6604D","Count per 10K",47.0698400312134
2022-07-03,"Congo (Brazzaville)","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Timor-Leste","Confirmed","#D6604D","Total Count",22958
2022-07-03,"Timor-Leste","Confirmed","#D6604D","Count per 10K",180.914105594957
2022-07-03,"Timor-Leste","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Solomon Islands","Confirmed","#D6604D","Total Count",21544
2022-07-03,"Solomon Islands","Confirmed","#D6604D","Count per 10K",329.923430321593
2022-07-03,"Solomon Islands","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Burkina Faso","Confirmed","#D6604D","Total Count",21044
2022-07-03,"Burkina Faso","Confirmed","#D6604D","Count per 10K",11.2860667167221
2022-07-03,"Burkina Faso","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Grenada","Confirmed","#D6604D","Total Count",18376
2022-07-03,"Grenada","Confirmed","#D6604D","Count per 10K",1717.38317757009
2022-07-03,"Grenada","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"San Marino","Confirmed","#D6604D","Total Count",18092
2022-07-03,"San Marino","Confirmed","#D6604D","Count per 10K",5482.42424242424
2022-07-03,"San Marino","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Liechtenstein","Confirmed","#D6604D","Total Count",17935
2022-07-03,"Liechtenstein","Confirmed","#D6604D","Count per 10K",4598.71794871795
2022-07-03,"Liechtenstein","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Tajikistan","Confirmed","#D6604D","Total Count",17786
2022-07-03,"Tajikistan","Confirmed","#D6604D","Count per 10K",18.6475152023485
2022-07-03,"Tajikistan","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"South Sudan","Confirmed","#D6604D","Total Count",17722
2022-07-03,"South Sudan","Confirmed","#D6604D","Count per 10K",14.087440381558
2022-07-03,"South Sudan","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Equatorial Guinea","Confirmed","#D6604D","Total Count",16087
2022-07-03,"Equatorial Guinea","Confirmed","#D6604D","Count per 10K",131.752661752662
2022-07-03,"Equatorial Guinea","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Djibouti","Confirmed","#D6604D","Total Count",15690
2022-07-03,"Djibouti","Confirmed","#D6604D","Count per 10K",166.56050955414
2022-07-03,"Djibouti","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Samoa","Confirmed","#D6604D","Total Count",14964
2022-07-03,"Samoa","Confirmed","#D6604D","Count per 10K",763.469387755102
2022-07-03,"Samoa","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Dominica","Confirmed","#D6604D","Total Count",14852
2022-07-03,"Dominica","Confirmed","#D6604D","Count per 10K",2007.02702702703
2022-07-03,"Dominica","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Nicaragua","Confirmed","#D6604D","Total Count",14690
2022-07-03,"Nicaragua","Confirmed","#D6604D","Count per 10K",23.8861788617886
2022-07-03,"Nicaragua","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Central African Republic","Confirmed","#D6604D","Total Count",14649
2022-07-03,"Central African Republic","Confirmed","#D6604D","Count per 10K",31.8803046789989
2022-07-03,"Central African Republic","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Monaco","Confirmed","#D6604D","Total Count",13100
2022-07-03,"Monaco","Confirmed","#D6604D","Count per 10K",3447.36842105263
2022-07-03,"Monaco","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Tonga","Confirmed","#D6604D","Total Count",12301
2022-07-03,"Tonga","Confirmed","#D6604D","Count per 10K",1160.47169811321
2022-07-03,"Tonga","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Gambia","Confirmed","#D6604D","Total Count",12002
2022-07-03,"Gambia","Confirmed","#D6604D","Count per 10K",58.8621873467386
2022-07-03,"Gambia","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Yemen","Confirmed","#D6604D","Total Count",11824
2022-07-03,"Yemen","Confirmed","#D6604D","Count per 10K",3.96432642660766
2022-07-03,"Yemen","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Vanuatu","Confirmed","#D6604D","Total Count",11353
2022-07-03,"Vanuatu","Confirmed","#D6604D","Count per 10K",387.474402730375
2022-07-03,"Vanuatu","Confirmed","#D6604D","New Cases per 10K",2.73037542662116
2022-07-03,"Eritrea","Confirmed","#D6604D","Total Count",9801
2022-07-03,"Eritrea","Confirmed","#D6604D","Count per 10K",19.7800201816347
2022-07-03,"Eritrea","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Saint Vincent and the Grenadines","Confirmed","#D6604D","Total Count",9058
2022-07-03,"Saint Vincent and the Grenadines","Confirmed","#D6604D","Count per 10K",823.454545454545
2022-07-03,"Saint Vincent and the Grenadines","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Niger","Confirmed","#D6604D","Total Count",9031
2022-07-03,"Niger","Confirmed","#D6604D","Count per 10K",4.36849997581386
2022-07-03,"Niger","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Antigua and Barbuda","Confirmed","#D6604D","Total Count",8665
2022-07-03,"Antigua and Barbuda","Confirmed","#D6604D","Count per 10K",857.920792079208
2022-07-03,"Antigua and Barbuda","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Guinea-Bissau","Confirmed","#D6604D","Total Count",8369
2022-07-03,"Guinea-Bissau","Confirmed","#D6604D","Count per 10K",46.0848017621145
2022-07-03,"Guinea-Bissau","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Comoros","Confirmed","#D6604D","Total Count",8139
2022-07-03,"Comoros","Confirmed","#D6604D","Count per 10K",93.551724137931
2022-07-03,"Comoros","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Sierra Leone","Confirmed","#D6604D","Total Count",7702
2022-07-03,"Sierra Leone","Confirmed","#D6604D","Count per 10K",10.1918750827048
2022-07-03,"Sierra Leone","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Liberia","Confirmed","#D6604D","Total Count",7497
2022-07-03,"Liberia","Confirmed","#D6604D","Count per 10K",15.8431952662722
2022-07-03,"Liberia","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Chad","Confirmed","#D6604D","Total Count",7425
2022-07-03,"Chad","Confirmed","#D6604D","Count per 10K",5.13734172836089
2022-07-03,"Chad","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Saint Kitts and Nevis","Confirmed","#D6604D","Total Count",6157
2022-07-03,"Saint Kitts and Nevis","Confirmed","#D6604D","Count per 10K",1119.45454545455
2022-07-03,"Saint Kitts and Nevis","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Sao Tome and Principe","Confirmed","#D6604D","Total Count",6043
2022-07-03,"Sao Tome and Principe","Confirmed","#D6604D","Count per 10K",296.225490196078
2022-07-03,"Sao Tome and Principe","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Palau","Confirmed","#D6604D","Total Count",5237
2022-07-03,"Palau","Confirmed","#D6604D","Count per 10K",2909.44444444444
2022-07-03,"Palau","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Kiribati","Confirmed","#D6604D","Total Count",3236
2022-07-03,"Kiribati","Confirmed","#D6604D","Count per 10K",271.932773109244
2022-07-03,"Kiribati","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Micronesia","Confirmed","#D6604D","Total Count",38
2022-07-03,"Micronesia","Confirmed","#D6604D","Count per 10K",0.690909090909091
2022-07-03,"Micronesia","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Marshall Islands","Confirmed","#D6604D","Total Count",18
2022-07-03,"Marshall Islands","Confirmed","#D6604D","Count per 10K",3.10344827586207
2022-07-03,"Marshall Islands","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"Korea, North","Confirmed","#D6604D","Total Count",1
2022-07-03,"Korea, North","Confirmed","#D6604D","Count per 10K",0.000384867028441673
2022-07-03,"Korea, North","Confirmed","#D6604D","New Cases per 10K",0
2022-07-03,"US","Fatal","#202226","Total Count",1017848
2022-07-03,"US","Fatal","#202226","Count per 10K",31.5925259171891
2022-07-03,"US","Fatal","#202226","New Cases per 10K",0.0000620770997578993
2022-07-03,"Brazil","Fatal","#202226","Total Count",671911
2022-07-03,"Brazil","Fatal","#202226","Count per 10K",32.3573943068484
2022-07-03,"Brazil","Fatal","#202226","New Cases per 10K",0.00255233490486533
2022-07-03,"India","Fatal","#202226","Total Count",525223
2022-07-03,"India","Fatal","#202226","Count per 10K",3.96642880715557
2022-07-03,"India","Fatal","#202226","New Cases per 10K",0.000181245473583095
2022-07-03,"Russia","Fatal","#202226","Total Count",373552
2022-07-03,"Russia","Fatal","#202226","Count per 10K",25.9474177751537
2022-07-03,"Russia","Fatal","#202226","New Cases per 10K",0.00326468238808044
2022-07-03,"Mexico","Fatal","#202226","Total Count",325788
2022-07-03,"Mexico","Fatal","#202226","Count per 10K",25.5439862004077
2022-07-03,"Mexico","Fatal","#202226","New Cases per 10K",0.00321467774815744
2022-07-03,"Peru","Fatal","#202226","Total Count",213551
2022-07-03,"Peru","Fatal","#202226","Count per 10K",67.2093535595141
2022-07-03,"Peru","Fatal","#202226","New Cases per 10K",0.00188833637565305
2022-07-03,"United Kingdom","Fatal","#202226","Total Count",181093
2022-07-03,"United Kingdom","Fatal","#202226","Count per 10K",27.5263341896062
2022-07-03,"United Kingdom","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Italy","Fatal","#202226","Total Count",168545
2022-07-03,"Italy","Fatal","#202226","Count per 10K",28.3602557630826
2022-07-03,"Italy","Fatal","#202226","New Cases per 10K",0.00959111559818274
2022-07-03,"Indonesia","Fatal","#202226","Total Count",156749
2022-07-03,"Indonesia","Fatal","#202226","Count per 10K",6.00306378415641
2022-07-03,"Indonesia","Fatal","#202226","New Cases per 10K",0.000153189207820309
2022-07-03,"France","Fatal","#202226","Total Count",150624
2022-07-03,"France","Fatal","#202226","Count per 10K",23.2728171690796
2022-07-03,"France","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Iran","Fatal","#202226","Total Count",141396
2022-07-03,"Iran","Fatal","#202226","Count per 10K",17.6135132105086
2022-07-03,"Iran","Fatal","#202226","New Cases per 10K",0.000747412085653425
2022-07-03,"Germany","Fatal","#202226","Total Count",141295
2022-07-03,"Germany","Fatal","#202226","Count per 10K",17.2489775987304
2022-07-03,"Germany","Fatal","#202226","New Cases per 10K",0.000366233290606116
2022-07-03,"Colombia","Fatal","#202226","Total Count",140070
2022-07-03,"Colombia","Fatal","#202226","Count per 10K",28.7895915976404
2022-07-03,"Colombia","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Argentina","Fatal","#202226","Total Count",129109
2022-07-03,"Argentina","Fatal","#202226","Count per 10K",29.4453440372203
2022-07-03,"Argentina","Fatal","#202226","New Cases per 10K",0.00889456519260155
2022-07-03,"Poland","Fatal","#202226","Total Count",116435
2022-07-03,"Poland","Fatal","#202226","Count per 10K",30.4612285475094
2022-07-03,"Poland","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Ukraine","Fatal","#202226","Total Count",112459
2022-07-03,"Ukraine","Fatal","#202226","Count per 10K",25.3063750309413
2022-07-03,"Ukraine","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Spain","Fatal","#202226","Total Count",108111
2022-07-03,"Spain","Fatal","#202226","Count per 10K",23.3259256062829
2022-07-03,"Spain","Fatal","#202226","New Cases per 10K",0
2022-07-03,"South Africa","Fatal","#202226","Total Count",101812
2022-07-03,"South Africa","Fatal","#202226","Count per 10K",18.1758457556012
2022-07-03,"South Africa","Fatal","#202226","New Cases per 10K",0.000535570829242167
2022-07-03,"Turkey","Fatal","#202226","Total Count",99032
2022-07-03,"Turkey","Fatal","#202226","Count per 10K",12.4549753496328
2022-07-03,"Turkey","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Romania","Fatal","#202226","Total Count",65739
2022-07-03,"Romania","Fatal","#202226","Count per 10K",33.2384467590252
2022-07-03,"Romania","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Philippines","Fatal","#202226","Total Count",60592
2022-07-03,"Philippines","Fatal","#202226","Count per 10K",5.86449864498645
2022-07-03,"Philippines","Fatal","#202226","New Cases per 10K",0.0013550135501355
2022-07-03,"Chile","Fatal","#202226","Total Count",58589
2022-07-03,"Chile","Fatal","#202226","Count per 10K",32.713009491904
2022-07-03,"Chile","Fatal","#202226","New Cases per 10K",0.0145170295924065
2022-07-03,"Hungary","Fatal","#202226","Total Count",46647
2022-07-03,"Hungary","Fatal","#202226","Count per 10K",47.8283605044602
2022-07-03,"Hungary","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Vietnam","Fatal","#202226","Total Count",43087
2022-07-03,"Vietnam","Fatal","#202226","Count per 10K",4.55614419101397
2022-07-03,"Vietnam","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Canada","Fatal","#202226","Total Count",42001
2022-07-03,"Canada","Fatal","#202226","Count per 10K",11.5737117663268
2022-07-03,"Canada","Fatal","#202226","New Cases per 10K",0.000275558004960044
2022-07-03,"Czechia","Fatal","#202226","Total Count",40322
2022-07-03,"Czechia","Fatal","#202226","Count per 10K",38.000188483649
2022-07-03,"Czechia","Fatal","#202226","New Cases per 10K",0.000942418245217227
2022-07-03,"Bulgaria","Fatal","#202226","Total Count",37257
2022-07-03,"Bulgaria","Fatal","#202226","Count per 10K",52.246529238536
2022-07-03,"Bulgaria","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Malaysia","Fatal","#202226","Total Count",35776
2022-07-03,"Malaysia","Fatal","#202226","Count per 10K",11.471446436015
2022-07-03,"Malaysia","Fatal","#202226","New Cases per 10K",0.00160323211594575
2022-07-03,"Ecuador","Fatal","#202226","Total Count",35725
2022-07-03,"Ecuador","Fatal","#202226","Count per 10K",21.8034787915777
2022-07-03,"Ecuador","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Belgium","Fatal","#202226","Total Count",31918
2022-07-03,"Belgium","Fatal","#202226","Count per 10K",28.1017784821271
2022-07-03,"Belgium","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Japan","Fatal","#202226","Total Count",31314
2022-07-03,"Japan","Fatal","#202226","Count per 10K",2.4512129253458
2022-07-03,"Japan","Fatal","#202226","New Cases per 10K",0.000391392496223062
2022-07-03,"Thailand","Fatal","#202226","Total Count",30718
2022-07-03,"Thailand","Fatal","#202226","Count per 10K",4.46067611524164
2022-07-03,"Thailand","Fatal","#202226","New Cases per 10K",0.00261384758364312
2022-07-03,"Pakistan","Fatal","#202226","Total Count",30403
2022-07-03,"Pakistan","Fatal","#202226","Count per 10K",1.57362980906094
2022-07-03,"Pakistan","Fatal","#202226","New Cases per 10K",0.000103518061313748
2022-07-03,"Greece","Fatal","#202226","Total Count",30302
2022-07-03,"Greece","Fatal","#202226","Count per 10K",27.0940629470672
2022-07-03,"Greece","Fatal","#202226","New Cases per 10K",0.0232474964234621
2022-07-03,"Bangladesh","Fatal","#202226","Total Count",29162
2022-07-03,"Bangladesh","Fatal","#202226","Count per 10K",1.78960675536354
2022-07-03,"Bangladesh","Fatal","#202226","New Cases per 10K",0.000122735529481074
2022-07-03,"Tunisia","Fatal","#202226","Total Count",28691
2022-07-03,"Tunisia","Fatal","#202226","Count per 10K",25.1609225642375
2022-07-03,"Tunisia","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Iraq","Fatal","#202226","Total Count",25243
2022-07-03,"Iraq","Fatal","#202226","Count per 10K",6.78520549418058
2022-07-03,"Iraq","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Egypt","Fatal","#202226","Total Count",24723
2022-07-03,"Egypt","Fatal","#202226","Count per 10K",2.58368255494362
2022-07-03,"Egypt","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Korea, South","Fatal","#202226","Total Count",24574
2022-07-03,"Korea, South","Fatal","#202226","Count per 10K",4.77443170779095
2022-07-03,"Korea, South","Fatal","#202226","New Cases per 10K",0.000777151738877016
2022-07-03,"Portugal","Fatal","#202226","Total Count",24149
2022-07-03,"Portugal","Fatal","#202226","Count per 10K",23.2828769764751
2022-07-03,"Portugal","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Netherlands","Fatal","#202226","Total Count",23003
2022-07-03,"Netherlands","Fatal","#202226","Count per 10K",13.5415317595809
2022-07-03,"Netherlands","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Bolivia","Fatal","#202226","Total Count",21957
2022-07-03,"Bolivia","Fatal","#202226","Count per 10K",20.1662380602498
2022-07-03,"Bolivia","Fatal","#202226","New Cases per 10K",0.00183688464364438
2022-07-03,"Slovakia","Fatal","#202226","Total Count",20147
2022-07-03,"Slovakia","Fatal","#202226","Count per 10K",37.0077149155033
2022-07-03,"Slovakia","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Austria","Fatal","#202226","Total Count",20057
2022-07-03,"Austria","Fatal","#202226","Count per 10K",23.0222681359045
2022-07-03,"Austria","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Burma","Fatal","#202226","Total Count",19434
2022-07-03,"Burma","Fatal","#202226","Count per 10K",3.67476600170181
2022-07-03,"Burma","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Sweden","Fatal","#202226","Total Count",19124
2022-07-03,"Sweden","Fatal","#202226","Count per 10K",19.4389103476316
2022-07-03,"Sweden","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Kazakhstan","Fatal","#202226","Total Count",19018
2022-07-03,"Kazakhstan","Fatal","#202226","Count per 10K",10.5726039581944
2022-07-03,"Kazakhstan","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Paraguay","Fatal","#202226","Total Count",18994
2022-07-03,"Paraguay","Fatal","#202226","Count per 10K",28.2438661710037
2022-07-03,"Paraguay","Fatal","#202226","New Cases per 10K",0.0460966542750929
2022-07-03,"Guatemala","Fatal","#202226","Total Count",18600
2022-07-03,"Guatemala","Fatal","#202226","Count per 10K",11.2169822699313
2022-07-03,"Guatemala","Fatal","#202226","New Cases per 10K",0.00542757206609577
2022-07-03,"Georgia","Fatal","#202226","Total Count",16841
2022-07-03,"Georgia","Fatal","#202226","Count per 10K",42.9070063694268
2022-07-03,"Georgia","Fatal","#202226","New Cases per 10K",0
2022-07-03,"Sri Lanka","Fatal","#202226","Total Count",16522
2022-07-03,"Sri Lanka","Fatal","#202226","Count per 10K",7.94403308010386
2022-07-03,"Sri Lanka","Fatal","#202226","New Cases per 10K",0.000480815463025291
2022-07-03,"Serbia","Fatal","#202226","Total Count",16131
2022-07-03,"Serbia","Fatal","#202226","Count per 10K",18.2891156462585
2022-07-03,"Serbia","Fatal","#202226","New Cases per 10K",0.00226757369614512
2022-07-03,"Morocco","Fatal","#202226","Total Count",16117
2022-07-03,"Morocco","Fatal","#202226","Count per 10K",4.56869915242226
2022-07-03,"Morocco","Fatal","#202226","New Cases per 10K",0.000283470816679423
2022-07-03,"Croatia","Fatal","#202226","Total Count",16079
2022-07-03,"Croatia","Fatal","#202226","Count per 10K",38.1652029432708
2022-07-03,"Croatia","Fatal","#202226","New Cases per 10K",0.0142416330405887
2022-07-03,"Bosnia and Herzegovina","Fatal","#202226","Total Count",15806
2022-07-03,"Bosnia and Herzegovina","Fatal","#202226","Count per 10K",44.9417116860961
2022-07-03,"Bosnia and Herzegovina","Fatal","#202226","New Cases per 10K",0
